MAINTAIN,CLASS,the_geom,EQUIP,LENGTH,PLAN_AREA_,STREET,FROM_,TO_,COMMUNITY,SD,JOIN_ID,PIW_PROJEC,PLANNING_A,PHASE,SOURCE_RAT,STATUS,PROJECT_NA,CITY,ZIP_CODE,BMP_SEGMEN,INPROJECTY,PROJECT_CL,INTERIM_CL,COG,REGIONAL_B,UPDATED_UN,ATSPROJECT,ACOE,PRIORITY,RMD_CONTAC,RMD_CONT_1,RMD_CONT_2,RMD_CONT_3,OSD_CONTAC,OSD_CONT_1,SWMD_CONTA,SWMD_CON_1,SWMD_CON_2,BL_WIDTH,BL_BUFFERE,N_BUFFER,S_BUFFER,W_BUFFER,E_BUFFER,PARKING,N_PARKING,S_PARKING,W_PARKING,E_PARKING,PARKING_CO,BL_COMMENT,SHAPE_LEN
LA County,1,"MULTILINESTRING ((-118.08243267481491 33.975848557347895, -118.08251180016102 33.97574056863435, -118.08271649985072 33.97535156745313, -118.08299373526754 33.97504465356682, -118.0831748299178 33.97489037783168, -118.08348600416332 33.974542543732255, -118.08368405395693 33.97435365423913, -118.0839216605764 33.97407193233959, -118.08418188751287 33.97376030821438, -118.08444402117104 33.973465985160864, -118.08473818989748 33.973118156847846, -118.085156445291 33.972633748296275, -118.08533927248173 33.97242203281541, -118.08574517217376 33.97195661330891, -118.08623355010225 33.97137584922017, -118.0865239533619 33.971048470039335, -118.08671817200879 33.97082025248984, -118.08710988747333 33.97036297324609, -118.0873196715113 33.970108848496594, -118.08751200097502 33.96988063104898, -118.08786090688221 33.96947247016402, -118.08806839985682 33.96920543296586, -118.08821823939473 33.96899167794757, -118.08830877974925 33.96884632082892, -118.08837920902657 33.968723886411155, -118.08844327244466 33.96860744395358, -118.08852049971917 33.968443801712176, -118.08858640223899 33.96827859151195, -118.08862406516872 33.96819048100112, -118.08869180543905 33.96798122826361, -118.08875118367928 33.9677375831767, -118.08879387210634 33.96756134644951, -118.0888217590519 33.9674259935509, -118.08885454226694 33.96723671025629, -118.08886434381529 33.96715564358319, -118.08887084550784 33.9670604929387, -118.0889020925759 33.96689417182405, -118.08889438968488 33.96675103975308, -118.08884686614071 33.966444351439605, -118.0887987881496 33.96613614673184, -118.0887759895487 33.96600246332286, -118.08870210865182 33.965758710589206, -118.08859981332353 33.96542532254237, -118.0884409149925 33.96511871584698, -118.08831982801648 33.96486084175317, -118.08817041641048 33.96459826889114, -118.08806259440566 33.96439072039365, -118.0879888244191 33.964249209816444, -118.08789047453001 33.96407310945729, -118.08762001825033 33.96358726834706, -118.08761804827962 33.9635117699702, -118.08753660258671 33.96324914755183, -118.08741370986262 33.96306834585132, -118.0872663024934 33.96290801308826, -118.08715786969961 33.962596491561925, -118.08710479262301 33.96250309782343, -118.08703159833543 33.96230810702374, -118.08697856449446 33.96213616874903, -118.08693054286557 33.961945355242584, -118.08690267562557 33.961771302798525, -118.08687481432773 33.9616035418501, -118.08684440292174 33.961402225132254, -118.0868341174244 33.96119041041541, -118.0868236516859 33.96080871823937, -118.08684407592268 33.9605169413968, -118.08686092511196 33.96034310149912, -118.08702134727177 33.95970961499445, -118.08709910750187 33.95945578818102, -118.08718446774348 33.95925019592912, -118.08725978616661 33.95907187639395, -118.08731505327846 33.95897116711291, -118.08738538205247 33.95883269729809, -118.08749088591654 33.958639673249124, -118.08759137836232 33.95846552783986, -118.08769436376403 33.9582704088616, -118.08792798447882 33.95784449515488, -118.08808087917595 33.95754665634497, -118.08827833160296 33.95716868099587, -118.08865641769584 33.95647865010859, -118.08881465147601 33.95617652939301, -118.08895530066722 33.95590168403529, -118.08903520247428 33.95577814453666, -118.0891536769379 33.95557124337229, -118.08931836475215 33.95530178503462, -118.08944991824089 33.95510344204258, -118.08959537016871 33.95489651753131, -118.08983780450345 33.95456813087521, -118.09093571544248 33.953326875635604, -118.09126248653577 33.952961704930004, -118.0915565670369 33.95262172824456, -118.09212966015735 33.951977433754884, -118.09261473255033 33.951398220425475, -118.09301188008669 33.950965879309756, -118.09351056883024 33.95041843339393))",769193,1.99391831,0,San Gabriel River Bike Path,,,,1,xG117_16,,,0,,existing,,,,,,,0,,,,2304,,,Eric Banuelos,An Dang,Shailesh Patel,Niall Moynihan,,,,,,0,,0,0,0,0,,0,0,0,0,,,10527.8886861
Santa Clarita,1,"MULTILINESTRING ((-118.55052185037277 34.46211814864144, -118.55748173882753 34.44439642884148))",0,1.28447326,0,San Francisquito Creek Trail,Decoro Drive,Copper Hill Drive,,5,SCV05_1,,Santa Clarita Valley,0,,existing,,,,,,,0,San Fernando Valley COG,,,23,N,,,,,,,,,,,0,,0,0,0,0,,0,0,0,0,,,6782.01880784
Los Angeles,1,"MULTILINESTRING ((-118.18571593848162 34.10755045055441, -118.18615516212894 34.10725113446202, -118.1863198923906 34.107052423395416, -118.18654824223152 34.10657882645385, -118.18679054159603 34.10618917075821, -118.18723902690515 34.105677067189674, -118.1879536463449 34.10517981423374, -118.18854005190575 34.1047972516917, -118.18924140217493 34.10452518467416, -118.1898969195837 34.10427608510562, -118.19014441781648 34.104165017566885, -118.19030934099119 34.10405789637554, -118.19070771023287 34.10371378414289, -118.19109224163452 34.10333916118893, -118.19172905135058 34.102941237492125, -118.19205897675157 34.10276515526943, -118.19232940735203 34.10265404679716, -118.19254948460649 34.10259263255445, -118.19279254521292 34.102550263372116, -118.19306318563154 34.102530749125926, -118.19405874391735 34.10252533758229, -118.19587109536612 34.10258347710102, -118.1967932399323 34.10257434581652, -118.19709603019399 34.102570036109995, -118.1973757733327 34.102519964895514, -118.19786627781039 34.10235123736055, -118.1994057692895 34.101738068479335, -118.19966009247443 34.10161170422511, -118.19994528053863 34.10144235342306, -118.20013421929625 34.101313234055375, -118.20047759764343 34.10101784131591, -118.20134619343088 34.1002120718286, -118.20212316211428 34.09934729403554, -118.20211112194426 34.09911116937801))",0,1.18437865,0,Arroyo Seco Bike Trail,S. Ave 60,Griffin Ave / S. Ave 52,,1,xM108_1,,,0,,existing,,,,,,,0,,,,0,,,,,,,,,,,,0,,0,0,0,0,,0,0,0,0,,,6253.51926606
Los Angeles,1,"MULTILINESTRING ((-118.20188752460462 34.0991330109466, -118.20201082435139 34.099135189914925, -118.20211112194426 34.09911116937801, -118.20225995045242 34.098998810851725, -118.20244592650889 34.098833913609674, -118.20277210339744 34.09854713003489, -118.20370062332118 34.097171632075316, -118.2043947840484 34.09611615504038, -118.20450626628279 34.09597761906056, -118.204800874161 34.095686112757996, -118.2048322964237 34.09563835329285, -118.20481206263533 34.09557159926478, -118.20475741712065 34.09550251792505, -118.20469990413035 34.095433441419054, -118.20460529290007 34.09543598730377))",0,0.32218862,0,Arroyo Seco Bike Trail,Griffin Ave / S. Ave 52,Mosher Ave,,1,xM108_2,,,0,,existing,,,,,,,0,,,,0,,,,,,,,,,,,0,,0,0,0,0,,0,0,0,0,,,1701.15591166
,5,"MULTILINESTRING ((-117.979041574623 34.06183111176279, -117.97837022758159 34.06138355286221, -117.9761442572377 34.063680958314954, -117.97592258744298 34.06377978830075, -117.97570570840294 34.06380861533186, -117.97537887819988 34.06375924356307, -117.97471749420787 34.06366447975706, -117.97352065643278 34.063498336867255, -117.97326195561341 34.06347704410258, -117.97293604480734 34.06338393806073, -117.97259957114308 34.063201703542084, -117.97224899474303 34.06293971606392, -117.97188328671037 34.062671183690895, -117.97117361731136 34.06211629100542, -117.9708403720853 34.06189531309719, -117.96998629656538 34.06144251040578, -117.96953797327416 34.06119879838536, -117.9693461455948 34.06101980253844, -117.96989822493289 34.060483189214736, -117.96921941899122 34.06001048894542, -117.97069334280816 34.058508123467774, -117.97115629554271 34.05803248339791))",0,0.98061344,0,Rath/Stichman/Barrydale/Siesta,Vineland Avenue,Fairgrove Avenue,,1,ESG37_1,,,0,,unfunded,,,,,,,0,,,,0,,,,,,,,,,,,0,,0,0,0,0,,0,0,0,0,,,5177.63897176
,2,"MULTILINESTRING ((-118.16912685322689 34.03329439093411, -118.16916399035483 34.03696410342664))",0,0.25294099,0,Ford Boulevard,1st Street,3rd Street,,1,M22_1,RDC0015932,,0,,funded,MTA Eastside Access,,,,,,0,,,,0,,,,,,,,,,,,0,,0,0,0,0,,0,0,0,0,,,1335.52844169
LA County,3,"MULTILINESTRING ((-118.16916399035483 34.03696410342664, -118.1692219925954 34.04420470959187))",0,0.49906398,0,Ford Boulevard,Floral Drive,1st Street,,1,M22_2,RDC0015268,,0,,existing,Eastside Light Rail,,,,,,0,,,,0,,,,,,,,,,,,0,,0,0,0,0,,0,0,0,0,,,2635.05780236
,3,"MULTILINESTRING ((-118.19236027214899 34.032237400290384, -118.18933373077361 34.032244930803735, -118.18738645823233 34.03225621304401))",0,0.28541805,0,4th Street,Indiana Street,Rowan Avenue,,1,M61_0,RDC0015932,,0,,funded,MTA Eastside Access,,,,,,0,,,,0,,,,,,,,,,,,0,,0,0,0,0,,0,0,0,0,,,1507.00731957
,3,"MULTILINESTRING ((-118.15526724858604 34.03206307740386, -118.15447424960882 34.031585961074086, -118.15398358047594 34.031290853567015, -118.1534617513348 34.03097820036357, -118.15181279933257 34.029977372609984, -118.15008151839115 34.02893603953857, -118.14708329503183 34.02715601416809, -118.1446517050228 34.02566653096503))",0,0.75199151,0,Via Corona,Woods Avenue,Gerhart Avenue,,1,M34_1,RDC0015932,,0,,funded,MTA Eastside Access,,,,,,0,,,,0,,,,,,,,,,,,0,,0,0,0,0,,0,0,0,0,,,3970.51518599
LA County,2,"MULTILINESTRING ((-118.14403941929588 34.027524131784965, -118.14403961112833 34.027643317603925, -118.14402781618989 34.03037814056308, -118.1440539873056 34.031394328539626, -118.14407324440606 34.03214203463048, -118.14407732838366 34.03230060538962, -118.14408440568529 34.03257532797492))",0,0.34818581,0,Gerhart Avenue,Via San Delarro,Via Campo,,1,xM110_0,,,0,,existing,,,,,,,0,,,,0,,,,,,,,,,,,7,Yes,0,0,5,5,Yes,0,0,10,10,Yes (both sides) (10'),Many driveways along Gerhart Avenue. Possible re-striping to have the bike lane adjacent to the curb and parking on the outside. Not currently shown as a Class II layer in View LA.,1838.42108802
LA County,2,"MULTILINESTRING ((-118.02291515851249 33.92710293454748, -118.02337401100347 33.92647197616331, -118.02362199488608 33.926184684916976, -118.02420301728748 33.92541515801677, -118.02446018459905 33.92509271320001, -118.02469484473497 33.924798757484034, -118.02528475523802 33.92422217875809, -118.02538534858839 33.92414379990528, -118.02547557970355 33.92404221337395, -118.02548989002933 33.923935511535596, -118.0254709591194 33.92381622210376, -118.02543896363177 33.923702613319776))",0,0.28153931,4,Colima Rd,Poulter Dr,Leffingwell Dr,South Whittier,4,G04_1,*RDC0014910,Gateway,2,Connects to existing facilities (City of LA),existing,RDC0014910 Colima Road - La Mirada Boulevard to Leffingwell Road,,,,,,0,Gateway Cities,yes,165000,2271,,,,,,,,,,,,6,No,0,0,0,0,Yes,0,0,0,0,Curb-side Parking,Parking will have to be removed for Class IV bikeway to be implemented,1486.52753917
LA County,3,"MULTILINESTRING ((-118.23905532387342 33.924612860984936, -118.23611674490803 33.92462243116595, -118.23577798791757 33.92461644418066, -118.23552668111796 33.92461052669902, -118.23536677547426 33.92460773601783, -118.23358680186044 33.9246070782015, -118.23182988602153 33.92460120097052, -118.231576059588 33.92460031935981, -118.23009275175676 33.92460247665087, -118.22928188761756 33.924607453404555))",0,0.56157054,38,120th Street/119th Street,Wilmington Avenue,Mona Boulevard,Willowbrook,2,M38_0,*RDC0013372,Metro,1,,existing,"RDC0013372 124th St, Et Al.",,,,Y,,0,Gateway Cities,,30000,2272,,yes,,,,,,,,,,0,,0,0,0,0,,0,0,0,0,,,2965.09247094
,1,"MULTILINESTRING ((-118.0123228637236 34.099694827308475, -118.01228555186437 34.099918876570676, -118.01230956920745 34.10013038427471, -118.01236116956586 34.10022568108951, -118.01238921093838 34.100277953958525, -118.01235182866525 34.10031514301533, -118.01230470980755 34.100333544646226, -118.01213416830845 34.10042571150032, -118.0117807830258 34.1005596538559, -118.01159398067921 34.100598790012505, -118.01138475350281 34.10060996710778, -118.01116254459096 34.10069645483373, -118.01102240060047 34.10091750870225, -118.00933744162454 34.10431013328525, -118.00911889783553 34.104673804718125, -118.00886582536712 34.10491307027878, -118.00861273962127 34.10503749718474, -118.00835964929493 34.10512364340865, -118.00796228151185 34.10519896315078, -118.00775080494726 34.105225811408225))",0,0.50714916,0,Rio Hondo Peck Park Trail,Rio Hondo Bike Path,Peck Road,,1,WSG52_0,*RDC0015910,,0,,unfunded,RDC0015910 Quarry Clasp Peck Park Bike Trail,,,,,,0,,,,2249,,,,,,,,,,,,0,,0,0,0,0,,0,0,0,0,,,2677.74757408
,3,"MULTILINESTRING ((-117.76644609794258 34.07107179546552, -117.76526289308963 34.06851811410868, -117.76485744096891 34.06768095022743, -117.7645633385228 34.067771742134724, -117.76438818701267 34.067825654725475, -117.76359833067833 34.06807073733015, -117.76330749060753 34.068160518649904, -117.76164476892781 34.0686806364418, -117.76141773728126 34.068751661532225, -117.76141217118648 34.06875342023895, -117.76087344863313 34.06892716665938, -117.76062393114074 34.06900258368953, -117.76054791345928 34.06902889928349, -117.76042890957063 34.06907673951312, -117.76035616114864 34.06910889035598, -117.76004074302901 34.069278625729375, -117.76001552973757 34.06929299838305, -117.7592733738887 34.0695958589208, -117.75931013371891 34.07059271235823, -117.75931781678148 34.07079366717529, -117.75932561108041 34.070945509353024, -117.7593399600597 34.071129307792994, -117.75934153718097 34.07115162945433, -117.75934768714075 34.07131135363903, -117.75935063104826 34.0714398204985, -117.75934874550435 34.07152226549341, -117.75934372948994 34.07154181778312, -117.75934008498014 34.0716592978519, -117.75930953498381 34.07194673512999, -117.75926066097637 34.072288396443355, -117.75922379826021 34.07247860523872, -117.75917528354286 34.072695244834485, -117.75915518223313 34.072803742773935, -117.75914170376703 34.07289887713905, -117.75913993873195 34.07293185055838, -117.75913655275157 34.0729672116201, -117.75913631673055 34.07304966165485, -117.75914247057047 34.073201141636176, -117.75914232419937 34.073256107571424, -117.75915690721892 34.073344759259946, -117.75921873575429 34.07367049250726, -117.75924794447369 34.073847438748324, -117.75929163952607 34.074147746979335, -117.75931747001883 34.07435285427797, -117.7593350943613 34.07454455154577, -117.75934125734126 34.074666732692286, -117.75934412872965 34.07484648465241, -117.75934176288321 34.07509413157153, -117.75934453389611 34.07527275461809, -117.75936813976263 34.07568464048508, -117.759395197896 34.076027497953625, -117.75941607482811 34.07623259013416, -117.75942371585268 34.07629480131684, -117.75946124925903 34.07660158576016, -117.7595309163833 34.077065090385396, -117.75958777517985 34.077391495367074, -117.75965121800445 34.0777175900195, -117.75968706631888 34.077885295892855, -117.75969196637256 34.07790694005984, -117.75975722271657 34.0781763431198, -117.75979971830128 34.07833684060833, -117.75983092219035 34.07844038681482, -117.75984387071571 34.07848327116638, -117.75993718917421 34.078761335438635, -117.76008792296554 34.07916899621348, -117.76019449967866 34.0794292363461, -117.76030278753592 34.07967469574617, -117.76032902341294 34.07973930726123, -117.76103082244462 34.08147102821194, -117.76096894274899 34.081548815227535))",0,1.43772673,23,Thompson Creek Proposed Bicycle,White Avenue,Murchison Avenue,,1,ESG23_0,,East San Gabriel Valley,3,,unfunded,,,,,,,0,San Gabriel Valley,yes,40000,2273,,,,,,,,,,,,0,,0,0,0,0,,0,0,0,0,,,7591.19712384
